Job ID,Title,Description,Work Location,Location Latitude,Location Longitude,Show Map,Age Limit,Experience List,Internal Reference Code,Internal Contacts,Is Public,Is Urgent,Min Salary,Max Salary,Job Image,Slug,Is Delete,Job Level,Job Type,Created At,Created By,Updated At,Updated By,Owner
7a031626-684e-4844-bec4-1a9f085bd0b9,Software Engineer (Middleware),"Job Highlights
Software Engineer (Middleware)
-Enjoy to Design/Build/Maintain a platform
-Friend with Linux system and Open-source tools
-Love to learn new technology and always challenge yourself
-Enjoy to Automate Everything

Job Descriptions:
We are looking for Software Engineer to work as a team with passion in Software Engineer environment. To transfer value to the customer.

What we want?
-As a Software Engineer, you will be responsible for Implementing, Administrate, supporting and consulting clients and customers while ensuring customer requirement and satisfaction. 
-Implement, Administrate and Supports product related Middleware, Container, Messaging or Streaming technology.
-Be a part of project team to deliver item on milestone in project.
-Design and Planning implementation/development plan for customer.
-Demonstrated software technical and function on premise and cloud-based.
-Also control and manage customer requirement and satisfaction. 
-Acquire new technology skill including soft skill. Implement, Develop and deliver high quality standard services and presentations.

Who are we looking for? 
-New graduates are welcome.
-Bachelor or Master of Computer Science/Computer Engineer/Information Technology or related.
-Experience with Linux command and shell script.
-Familiarity with Middleware, WebSphere, JBoss, WebLogic, Tomcat, Apache an advantage.
-Familiarity with Message Queue, MQ, Kafka an advantage.
-Familiarity with Virtualization, Vmware, Virtualbox an advantage.
-Familiarity with Containers technology, Docker, Kubernetes, OpenShift an advantage.
-Familiarity with Cloud, Public/Private/Hybrid Cloud, AWS, Azure, IBM, Oracle an advantage.
-Knowledge in AI and ability to use AI-related tools and technologies.",Hybrid Working - WFH / Office (BTS Chatuchak) / On-Site (Chaengwattana),13.8096132,100.5584052,true,,,DIS & DPM,,true,true,0,0,f6d8cbc55b9b32ff86c55edf4cb2ba7b0750e6bd.png,junior-software-engineer-application-platform,false,Junior,Contract,2022-09-05T07:57:35.921137,methavadee,2024-06-13T07:44:05.412941,chonpicha,
5572426a-ed2f-4766-bf9a-7deeedafbaa1,Presale Consultant,"Job Highlights
- Technical Consult
- Tech Savvy
- Database Technologies

Job Description
We are looking for Presale Consultant to be a part of team, collaborate with internal team to leverage excellence performance.

What we want?
- Hands On experience with relational database, No-SQL database technologies and experience with Oracle/Oracle Cloud technology an advantage.
- Current or previous Sales Consulting/Presales experience an advantage.
- Demonstrable ability to engage at all levels within a customer.
- Able to combine business value and technical knowledge to position solutions to customers.
- Enthusiastic about the opportunities for the Database & Middleware Technologies and keen to be seen as an evangelist.
- Understand the Technology of Oracle Database and options (RAC,Partition, Dataguard, Security, Compression,Exadata) an advantage.
- Understand the Technology landscape including Hardware, Applications & Services.
- Able to work effectively both as part of a team and leading individual engagements.
- Able to learn quickly and strongly self-motivated.

Who are we looking for? 
- 3 years relevant computer applications or database/tools.
- Demonstrated proficiency in one multi-user operating system.
- Through knowledge of system and application design. intermediate verbal and written communication skills: needs analysis, positioning, business justification, closing techniques.
- Demonstrated ability to solve complex technical problems with accounts in complex technical environments.
- Ability to travel as needed. BS degree or equivalent; advanced degree desirable.
- Knowledge in AI and the ability to use AI-related tools and technologies

MFEC OKR:- As MFEC People, you will be a part of our talent team. Besides your main responsibilities, you do have special projects as part of OKR. However, the percentages will be different according to the positions and teams. ","Head Office : Chatuchak, SJ Infinite One Business Complex",13.8096132,100.5584052,true,,52,DIS & DPM,Nitchakarn Sungket,true,true,0,0,fc1b7111547a93d54fa2cd0a1c1809b303ca28cb.jpg,presale-consultant,false,Others,Full Time,2021-09-20T16:08:56.963028,nitchakarn_s,2023-08-16T03:22:06.003636,rinrada.khw,
4e2fb61f-93a9-4d9e-a01c-eee841cac316,Product Operation Engineer,"What we want?
Product Operation take responsibility as below;
· Create ticket number and classify severity to ensure the problem can determine and resolve as agreement
· Follow procedure and instruction for troubleshooting to provide solution and fix the case
· Escalate case to higher tier when the case has complexity to determine and troubleshoot.
· Create and maintain operational manual and report
· For repeated cases, operation team prepares report to incident manager and operation manager for register in problem management process
· Define tasks and their dependency about operation /administration task e.g. housekeeping process, user and privilege, backup, data replicate to DR, data archiving and purging
· Support project team member which relates to data platform software and integration issues
· Post sale support to customer after system go live



Who we are looking for?
· Bachelor’s degree or higher in Computer Engineering or Computer Science, Mathematics, Statistics or IT related fields
· Passion and enthusiastic
· Positive thinking
· Good communication and presentation skill
· Good communication and written in English
· Good in Linux command skill
· Have knowledge and concept about Big Data, Data Lake and Data Warehouse
· Have knowledge and concept about Hadoop and Ecosystem (i.g. Hadoop, Hive, Impala, NiFi, Ranger, YARN)
· Have knowledge about Windows server or Linux server
· Have knowledge about Cloudera software, Informatica software and TIBCO software is a plus.
· Have knowledge about system infrastructure skill is a plus.
· New graduates are also welcome.","Chatuchak, Bangkok",13.8096132,100.5584052,true,,,Telco,,true,true,0,0,788dd97ecb44f6d00415a36c05dd448f82a1a462,product-operation-engineer,false,Junior,Full Time,2023-04-24T03:16:45.261142,chatsama,2023-11-14T08:57:57.465078,pachara_i,
445f6122-4f93-437d-b554-15172f8bd98e,Technical Consultant (Infra & BigData),"What we want?
- Perform analysis and design high-level solution to meet user requirements.
- Coordinate with software vendors to update new technologies.
- Work with Account Sale to propose solutions with align with account strategy.
- Understanding customer’s needs.
- Preparing and delivering and delivering customer presentation and demonstrations of the software, hardware articulately and confidently.
- Delivering proof-of-concept implementations using customer data, data models, and functional use cases.

Who are we looking for?
- Excellence in communication skills with both Thai and English languages
- Excellence in explanation technical information to non-techies
- Have a passion for the newest technology
- Strong problem-solving and analytical skills
- Good teamwork and discipline
- Good service mind and communication
- Knowledge in AI and the ability to use AI-related tools and technologies
","Chatuchak, Bangkok",13.8096132,100.5584052,true,,,Telco,,true,true,0,0,a6dfc1d978106ea038487cd71f0efdd7f074ac4d,technical-consultant-infra-bigdata,false,Others,Full Time,2023-04-24T03:12:11.258649,chatsama,2023-08-16T03:36:13.266681,rinrada.khw,
bae0b7f7-5d08-46a1-ad8a-5c0dae2e59ac,Accounting Internship,"Responsibilities:
- Assist with accounts payable and accounts receivable tasks
- Organize and file accounting documents
- Other duties as assigned

Qualifications:
- Proficient in MS Word and Excel
- Strong attention to detail
- Good communication skills
- Knowledge in AI and the ability to use AI-related tools and technologies","Head Office : Chatuchak, SJ Infinite One Business Complex",13.8096132,100.5584052,true,,,,,true,false,0,0,279da58ef1160067abede32978f126b828fc96bf.jpg,accounting-internship,false,Others,Internship,2024-03-20T10:38:38.268351,chonpicha,2024-05-20T08:00:22.268718,vatsiri,
186ae342-3e59-484a-8db3-b0a28e1c554a,IoT and Smart Solution Internship,"- มีความสนใจทางด้าน IoT hardware และ smart technology ใหม่ๆ
- มีความสร้างสรรค์ในด้าน solution ใหม่ๆ ที่ตอบโจทย์การใช้ชีวิตในอนาคต
- สามารถออกแบบ, ทดลอง กับ hardware และ software platform ใหม่ๆ ได้
- รักการเรียนรู้อยู่ตลอดเวลา
- สามารถติดต่อสื่อสาร เรียนรู้ในทีมงานได้","Head Office : Chatuchak, SJ Infinite One Business Complex",13.8096132,100.5584052,true,,,IoT,,true,false,0,0,c3216c8b38317c82a790dce74c8042514d817582.png,iot-and-smart-solution-internship,false,Others,Internship,2023-10-24T03:02:34.729915,methavadee,2023-10-24T03:07:49.742322,methavadee,
4061bdb0-af13-4f3b-b8fb-f8306e33f130,Finance Officer Internship,"- คีย์ข้อมูล LG ในระบบ MPM
- จัดเก็บเอกสารต่างๆ ของ Team Finance
- งานอื่น ๆ ตามที่ได้รับมอบหมาย

Job Qualification :
- มีความรู้ด้าน AI และสามารถใช้เครื่องมือและเทคโนโลยีที่เกี่ยวข้องกับ AI ได้
**ระยะฝึกงาน 4 เดือนขึ้นไป","Head Office : Chatuchak, SJ Infinite One Business Complex",13.8096132,100.5584052,true,,,Financial and Budget,,true,false,0,0,36d14c3229a90aeff3e2c63c2cbf0224edd7f9a0.png,finance-officer-internship,false,Others,Internship,2022-08-15T06:39:01.503431,methavadee,2023-11-14T08:54:52.758033,pachara_i,
84705cdc-187b-4f03-a45d-4fe277a8fd41,Technical Consultant (Presales) - Data Solutions,"- Responsible for Data Management product support team which included ETL, Database, Data Warehouse, Big Data, Data Platform, and Data Analytics.
- Responsibilities include assessing customer requirements, translating them into a vision with a specific outcome that the customer can understand, and defining the technical elements that make up the solution presented.
- Responsible for providing technical/functional support to prospective clients and existing customers.
- Present and articulate Data Management product’s strengths, features, benefits, and competitive advantages
- Responding to RFP/RFI (Request for proposal/information).
- In close cooperation with the Sales Team, play a major role in answering technical solutions, RFI/RFP proposals.
- Coordinate with related persons such as Sale, Project Manager, Vendor, Implementation team and etc. to complete efficient solution and proposal to present to prospects.
- Co-ordinate with post-sales support team to architect and propose the right solution.
 
Experiences:
- 3 years of technical sales support, Pre-sale or related experience working customer-facing
- Experience and an understanding of IT technologies that relate to Data Management products (Database, ETL, Data Warehouse, Big Data, Data Platform, and Data Analytics
",SJ Infinite One,13.8096132,100.5584052,true,,9,DIS,,true,false,0,0,d68367bb4d9104994f9f114e0817ed5d9dd33642,presale-data-solutions,false,Junior,Full Time,2024-06-28T09:02:39.08804,chonpicha,2024-06-28T09:02:39.08804,chonpicha,
e6de0fa5-fb07-4fbd-96e2-91b06991c1d7,System Engineer,"We’re looking for a young talented Systems Engineer who has the necessary experience to build out our infrastructure solutions and troubleshoot problems of our large enterprise customers.

Role & Responsibility
- Implement and integration focused solutions of customer IT infrastructure.
- Provide technical support, troubleshooting and maintenance services.
- Introduce new technology and solutions to improve work process.
- Work with support team to resolve technical issues.

Who are we looking for?
- 0-4 Years experience with Operating System (Linux, Windows), VMware, Server, Storage, Virtualization, Kubernetes and other related.
- Good analytical, troubleshooting and problem solving skills.
- Self-motivated and work well independently.
- Strong service mind with excellent communication and presentation skills.
- Flexible and easily adaptable Good command of spoken and written English
- Python and Golang will be an advantage",S-OASIS,13.8096132,100.5584052,true,,6,,,true,false,0,0,b8b23603a68987819970f24cd87ded546025e260,system-engineer-9,false,Junior,Full Time,2024-07-04T11:48:30.690811,chonpicha,2024-07-04T11:48:30.690811,chonpicha,
fd45c26a-cc37-490c-a6a6-1a32d5cc8f60,Content Marketing Intern,"- Deliver and brief the content to get the points and coordinate with the graphic designer.
- Support and plan how to launch the content, insert the keyword which is matched to the target.
- Do the report and analysis the content. 
- Creative the fresh idea to the team.

Job Qualification :
- Currently a student in Bachelor's Degree in related field
- Good communication and interpersonal skills
- Problem-solving/Creativity
- Minimum of 4 months working as internship
- Able to work at 5 days/week during internship period
- Knowledge in AI and the ability to use AI-related tools and technologies","Head Office : Chatuchak, SJ Infinite One Business Complex",13.8096132,100.5584052,true,,"11,110",Talance,,true,false,0,0,66ae66ebe2b95ca403d0a9f4eff3d1c97b7b7d73,content-marketing-intern,false,Others,Internship,2022-03-21T16:29:07.170272,nitchakarn_s,2024-02-15T09:16:55.072589,pornphawit.see,
03e4de8c-be4e-4db1-a44d-0077c0f4433b,Full Stack Developer Intern,"- Good programming skills using Java, JavaScript, jQuery, Node.js, Vue.js, React.js, Swift, Kotlin, C++, HTML5 and CSS.
- Knowledge of back-end development and APIs
- Works well with documented processes
- Good knowledge of software architecture and design patterns
- Knowledge of developing and implementing Restful APIs on the web with Java, Spring Framework and ecosystems.
- Knowledge of Git and Docker","Head Office : Chatuchak, SJ Infinite One Business Complex",13.8096132,100.5584052,true,,"61,115,38",,,true,false,0,0,f5fd23b757c5caeb83fe685a24d27db259cf4b6f.jpg,full-stack-intern,false,Others,Internship,2022-03-21T16:57:41.648789,nitchakarn_s,2024-02-15T09:28:01.194924,pornphawit.see,
0bfbb59a-b5b2-41c8-876e-e15ae3be1fbe,Innovation Consultant,"Job Description
- Technology Verification
- Product Verification
- Supports the salesforce and leads the technical aspect of the selling process including the developing and conducting of professional product presentations and demonstrations to generate sales and meet revenue objectives
- Builds trusted relationships with sales teams and client accounts
- Actively research and maintain a thorough understanding of our own products and competitor strengths and weaknesses
- Up to date with technology, product and IT industry
- Special Assignment
 
Qualification
- Bachelor’s degree or Higher in Computer Science, IT or Related Field
- 10 Years of Working Experience in IT Industry
- Strong knowledge of scoping requirements
- Ability to translate customer business objectives into scoping requirements
- Growth Mindset
- Positive Thinking
- Self Learning
- Analytical Thinking
- Problem Solving
- Negotiation
- Efficience Communication
- Work with Passion",SJ,13.8096132,100.5584052,true,,45,,,true,false,0,0,a0eb6e112c66b0e6f1436949cf1127d0d6c81eea,innovation-consultant,false,Junior,Full Time,2024-04-01T07:28:36.704173,pachara_i,2024-04-01T07:28:36.704173,pachara_i,
ec33927d-8cff-41b5-99fe-f20f279759ce,Software Developer Internship,"-Javascript, SQL เพื่อ Query from database
-Internal app dev
-Self learning
-NVA ระบบการใช้งานภายในของ MFEC","Head Office : Chatuchak, SJ Infinite One Business Complex/ WFH",13.8096132,100.5584052,true,,,Office of Corporate Operation,,true,false,0,0,d7430bb01c07c31951bd50027fe0dc46e8fab513.png,software-developer-internship,false,Others,Internship,2023-10-24T03:07:38.869052,methavadee,2023-10-24T03:07:38.869052,methavadee,
04d24eae-c4f9-4bc3-8933-2686ec09dcd5,Graphic Designer Internship,"About Us
Corporate Communication and Branding, a team made up of people exhibiting many different skill-sets all working towards a common goal: to improve MFEC brand and the ways that people perceive it. We are in charge of seizing new opportunities in this VUCA world by working as a connector between many stakeholders. We work on the same page to make things possible and create a current of waves that impact others.

What you'll work on:
- Design clear and engaging creative concepts for social, print and email
- Layout and design of various projects including event invites, blog graphics, banner ads, marketing material, and social media posts.
- Work closely with Senior Graphic Designers to execute graphics needed for various marketing campaigns
- Layout and design of various projects including event invites, blog graphics, banner ads, marketing material, and social media posts.

Who you are:
- Ability to work well in a team environment
- Ability to manage multiple initiatives simultaneously while collaborating with several teams
- Excellent communicator and creative problem solver
- Motivated and driven with a strong work ethic
- Passion for design and lifestyle
- A desire to gain experience in a professional Tech environment.
- Knowledge in AI and the ability to use AI-related tools and technologies","Head Office : Chatuchak, SJ Infinite One Business Complex",13.8096132,100.5584052,true,,"124,105",CCB,internship@mfec.co.th,true,true,0,0,7736f1943fded3fef371677e257fb15989c16265.png,graphic-designer-internship,false,Others,Internship,2022-08-04T04:44:48.907879,chonpicha,2023-08-16T04:25:09.537988,methavadee,
bdb1fc2d-dcad-47c2-9519-94824990e9a2,System Internship,"- Install/Configure Application
- Good knowledge in Linux Configuration, Docker, Computer Security","Head Office : Chatuchak, SJ Infinite One Business Complex/ Work from home",13.8096132,100.5584052,true,,,Center of Excellence,,true,false,0,0,b6892c041bea00957f76fc5e6c2039a8591e98da.png,system-internship,false,Others,Internship,2023-10-24T03:09:21.112563,methavadee,2023-10-24T03:09:21.112563,methavadee,
8ab1f5d2-d920-4dc8-9ef0-8681b7884a3f,Software Engineer,"MFEC always looking for people with diverse range of talents and skills to join our professional teamwork. Be part of our organization and you can collaborate with innovative and enthusiastic minds while moving forwards with opportunities and success in your career.

 
Job Description
-Developing, configuring, and customizing the ServiceNow platform to fit business requirements
-Collaborating with cross-functional teams to identify and prioritize business requirements
-Code reviews and quality control checks should be undertaken as part of every project to guarantee maximum efficiency and productivity
-Debugging and fixing technical problems
-Producing and running test cases to guarantee software quality
-Documenting code and application functionality

Skill
-Expertise in web development (HTML, CSS, JavaScript)
-Proven ability to set up Business Rules, Client Scripts, sophisticated UI Policies, Flow Designer, ACLs, Script Includes, and UI Scripts to meet needs
-Expertise with REST/SOAP APIs to integrate with other IT systems
-Strong communication and collaboration skills, including the ability to gather requirements from internal and external stakeholders
-Strong analysis, problem-solving, and decision-making skills",SJ Infinite One,13.8096132,100.5584052,true,,,,,true,false,0,0,279da58ef1160067abede32978f126b828fc96bf.jpg,software-engineer-bsm,false,Junior,Full Time,2024-06-28T09:06:29.72826,chonpicha,2024-06-28T09:06:29.72826,chonpicha,
